Unnamed: 0,site,tree,plot,species,Date,longitude,latitude,da,mo,wk,yr,average_stem_radius,change_stem_radius,average_basal_area,change_basal_area,average_air_temperature,average_air_pressure,average_humidity,avg_solar_irradiance,avg_soil_water_content,freeze_flag,air_pressure_cat,humidity_cat,solar_rank,solar_cat,soil_moist_cat,growth_category
18,AK,1A,1,P glauca,2019-06-02,-149.71571,68.0185764,2,6,22,2019,10.5447222222222,0.0030000000000001,349.317353914874,0.198740292859043,4.92638888623979,92.7905060450236,0.373311686846945,182.20583597819,0.29755160831448,0,low,dry,14086.0,Q4,moderate,Extreme Growth
20,AK,1A,1,P glauca,2018-07-02,-149.71571,68.0185764,2,7,27,2018,10.5434722222222,0.0060000000000002,349.234548426577,0.39742403705003,6.29305556085375,93.9599012798733,0.798147046731578,73.5775629679362,0.358025874981519,0,medium,dry,10513.0,Q3,wet,Extreme Growth
21,AK,1A,1,P glauca,2019-07-02,-149.71571,68.0185764,2,7,27,2019,10.5942083333333,0.0070000000000014,352.60373746878,0.465970447159009,7.01388888226615,93.6865332921346,0.562939145912727,55.1160176595052,0.283185320904861,0,medium,dry,8929.0,Q3,moderate,Extreme Growth
23,AK,1A,1,P glauca,2018-08-02,-149.71571,68.0185764,2,8,31,2018,10.5597361111111,0.0039999999999995,350.312801799251,0.265376614633965,8.28888891802894,91.8334147135417,0.949037285314665,35.1990593804253,0.321444139257488,0,low,dry,6455.0,Q2,moderate,Extreme Growth
26,AK,1A,1,P glauca,2018-09-02,-149.71571,68.0185764,2,9,35,2018,10.5576944444445,0.0060000000000002,350.177356002616,0.398064921951004,3.17916666467985,93.0799541473389,0.588771350267861,63.2964240180122,0.32754668812164,0,low,dry,9737.0,Q3,moderate,Extreme Growth
28,AK,1A,1,P glauca,2019-01-03,-149.71571,68.0185764,3,1,1,2019,10.4683472222222,0.0080000000000009,344.275518984711,0.526229335847006,-3.38750003774961,91.7025323443943,0.899660552541415,0.0,0.0786584103428249,1,low,dry,3.0,Q1,dry,Extreme Growth
29,AK,1A,1,P glauca,2019-02-03,-149.71571,68.0185764,3,2,5,2019,10.4574305555555,0.0019999999999988,343.557832178642,0.13141910388498,-6.53333330154419,92.7972229851617,0.873493237627877,2.18073527018229,0.0728558030320968,1,low,dry,2024.0,Q1,dry,Moderate Growth
31,AK,1A,1,P glauca,2019-06-03,-149.71571,68.0185764,3,6,22,2019,10.5460277777778,0.0020000000000006,349.403857930391,0.132524944498982,4.83194443252352,92.9209819369846,0.402009864234262,167.369842529297,0.303063620548291,0,low,dry,13805.0,Q4,moderate,Moderate Growth
33,AK,1A,1,P glauca,2018-07-03,-149.71571,68.0185764,3,7,27,2018,10.5431388888889,0.004999999999999,349.212468091677,0.331233821431056,6.29027777247959,94.0519046783447,0.641586931629313,74.7187932332357,0.354913163462102,0,medium,dry,10613.0,Q3,wet,Extreme Growth
34,AK,1A,1,P glauca,2019-07-03,-149.71571,68.0185764,3,7,27,2019,10.6017222222222,0.0140000000000011,353.104113809649,0.932512664180024,6.61111113097933,93.2189780341254,0.90369245575534,78.5191853841146,0.280495150499638,0,low,dry,10918.0,Q3,moderate,Extreme Growth
36,AK,1A,1,P glauca,2018-08-03,-149.71571,68.0185764,3,8,31,2018,10.56,0.0,350.330306535351,0.0,7.81944449742635,92.1134996414185,0.932844964994325,37.0619032118056,0.330145084318186,0,low,dry,6797.0,Q2,moderate,No/Little Growth
39,AK,1A,1,P glauca,2018-09-03,-149.71571,68.0185764,3,9,36,2018,10.5566527777778,0.0020000000000006,350.108252876108,0.13265060820504,3.4986111289925,93.1552679273817,0.898658801284101,11.3826327853733,0.331155526818087,0,low,dry,3128.0,Q1,moderate,Moderate Growth
41,AK,1A,1,P glauca,2019-01-04,-149.71571,68.0185764,4,1,1,2019,10.4619166666667,0.0039999999999995,343.852660831705,0.262963871475961,-4.01527776320775,94.3586550818549,0.854487135178513,0.0,0.0781644889043856,1,medium,dry,4.0,Q1,dry,Extreme Growth
42,AK,1A,1,P glauca,2019-02-04,-149.71571,68.0185764,4,2,5,2019,10.4584027777778,0.0009999999999994,343.621714719923,0.0657126935359997,-6.32500013377931,92.6105675167508,0.892564809156789,7.03811645507812,0.0725528530544713,1,low,dry,2814.0,Q1,dry,No/Little Growth
44,AK,1A,1,P glauca,2019-06-04,-149.71571,68.0185764,4,6,23,2019,10.5486666666667,0.0040000000000013,349.578742190368,0.26510015448099,5.05277777049277,93.0701841778225,0.564898334029648,195.318857828776,0.290178369707068,0,low,dry,14264.0,Q4,moderate,Extreme Growth
46,AK,1A,1,P glauca,2018-07-04,-149.71571,68.0185764,4,7,27,2018,10.543625,0.0039999999999995,349.24466474762,0.264974490775046,5.65555553303825,93.46120262146,0.640618097864919,52.641232808431,0.366633879765524,0,low,dry,8705.0,Q3,wet,Extreme Growth
47,AK,1A,1,P glauca,2019-07-04,-149.71571,68.0185764,4,7,27,2019,10.6054166666667,0.0079999999999991,353.350232984916,0.533065441460963,7.62083333068424,93.8092742496067,0.673550233244896,18.8382466634115,0.280349844899326,0,medium,dry,4071.0,Q2,moderate,Extreme Growth
49,AK,1A,1,P glauca,2018-08-04,-149.71571,68.0185764,4,8,31,2018,10.5633472222222,0.0060000000000002,350.552442050535,0.398215718398035,7.38888892862532,92.416583802965,0.989690179626147,26.9105699327257,0.38808162154671,0,low,dry,5304.0,Q2,wet,Extreme Growth
52,AK,1A,1,P glauca,2018-09-04,-149.71571,68.0185764,4,9,36,2018,10.557,0.0,350.131283499152,0.0,3.75277775857184,93.5931033028497,0.91451881494787,16.7041354709201,0.341436778601259,0,low,dry,3797.0,Q2,wet,No/Little Growth
54,AK,1A,1,P glauca,2019-01-05,-149.71571,68.0185764,5,1,1,2019,10.461,0.0,343.792404037412,0.0,-5.12083335717519,93.1367451349894,0.766437670422925,0.0,0.0773009032611227,1,low,dry,5.0,Q1,dry,No/Little Growth
55,AK,1A,1,P glauca,2019-02-05,-149.71571,68.0185764,5,2,6,2019,10.459125,0.0020000000000006,343.669176069138,0.131431670256006,-6.22499993112352,92.6769247055054,0.751546234720283,2.35875447591146,0.0728239093985815,1,low,dry,2066.0,Q1,dry,Moderate Growth
56,AK,1A,1,P glauca,2019-06-05,-149.71571,68.0185764,5,6,23,2019,10.5525277777778,0.0050000000000007,349.83470319002,0.331485148843001,4.44027778837416,93.3911816279093,0.716259248554707,131.855010986328,0.283133368677807,0,low,dry,13153.0,Q4,moderate,Extreme Growth
58,AK,1A,1,P glauca,2018-07-05,-149.71571,68.0185764,5,7,27,2018,10.5433194444445,0.0039999999999995,349.224423640686,0.264999623515052,5.13194443782171,93.2578564749824,0.503598506251971,51.571528116862,0.368159118561349,0,low,dry,8619.0,Q3,wet,Extreme Growth
59,AK,1A,1,P glauca,2019-07-05,-149.71571,68.0185764,5,7,27,2019,10.602375,0.0069999999999996,353.147564523143,0.466322305535016,8.02638894981808,94.1538843578763,0.592350878235367,32.6093037923177,0.278970847534578,0,medium,dry,6073.0,Q2,moderate,Extreme Growth
61,AK,1A,1,P glauca,2018-08-05,-149.71571,68.0185764,5,8,31,2018,10.565625,0.0010000000000012,350.703627880863,0.0663849943630339,5.23750001854367,92.2732862896389,0.939721032977104,26.5015496148003,0.390019289140897,0,low,dry,5270.0,Q2,wet,No/Little Growth
64,AK,1A,1,P glauca,2018-09-05,-149.71571,68.0185764,5,9,36,2018,10.5580138888889,0.0019999999999988,350.198542423506,0.132675740946979,3.70555556151602,93.7541125615438,0.980350507630242,13.5993957519531,0.339709795856229,0,medium,dry,3374.0,Q1,wet,Moderate Growth
66,AK,1A,1,P glauca,2019-01-06,-149.71571,68.0185764,6,1,1,2019,10.4608194444445,0.0009999999999994,343.780536976595,0.065725259906003,-5.72500005033281,93.0876896116469,0.594668193823761,0.0,0.0767775246399567,1,low,dry,6.0,Q1,dry,No/Little Growth
67,AK,1A,1,P glauca,2019-02-06,-149.71571,68.0185764,6,2,6,2019,10.46,0.0,343.726678777505,0.0,-6.01388887564341,93.0396520826552,0.786879276235898,2.15530395507812,0.0728474405813538,1,low,dry,2016.0,Q1,dry,No/Little Growth
68,AK,1A,1,P glauca,2018-06-06,-149.71571,68.0185764,6,6,23,2018,10.51,0.0,347.020638674794,0.0,4.3000000224394,92.2426223754883,0.431415554355173,137.475670905235,0.281997428161749,0,low,dry,13288.0,Q4,moderate,No/Little Growth
69,AK,1A,1,P glauca,2019-06-06,-149.71571,68.0185764,6,6,23,2019,10.5538333333333,0.0039999999999995,349.921268990191,0.265250950928021,4.48472222685814,93.3970847659641,0.688174578878615,175.002415974935,0.276252408630204,0,low,dry,13901.0,Q4,moderate,Extreme Growth
71,AK,1A,1,P glauca,2018-07-06,-149.71571,68.0185764,6,7,27,2018,10.5425277777778,0.0009999999999994,349.171976802096,0.0662404811010333,5.14027778969871,93.1119119856093,0.572200533416536,49.3637720743815,0.365414564081778,0,low,dry,8363.0,Q3,wet,No/Little Growth
72,AK,1A,1,P glauca,2019-07-06,-149.71571,68.0185764,6,7,27,2019,10.6002222222222,0.0060000000000002,353.004165784705,0.399610585535981,8.33888886372248,94.2371347215441,0.484997265454796,65.6636555989583,0.2802703410866,0,medium,dry,9878.0,Q3,moderate,Extreme Growth
74,AK,1A,1,P glauca,2018-08-06,-149.71571,68.0185764,6,8,32,2018,10.565625,0.0010000000000012,350.703627880863,0.0663849943630339,4.78194445371628,91.9899449878269,0.936925164527363,30.8036804199219,0.39024403665877,0,low,dry,5797.0,Q2,wet,No/Little Growth
77,AK,1A,1,P glauca,2018-09-06,-149.71571,68.0185764,6,9,36,2018,10.5580555555556,0.0050000000000007,350.201313439126,0.331673644402997,3.95416664746073,93.4994697570801,0.770125327838792,42.6313612196181,0.340382179007348,0,low,dry,7567.0,Q3,wet,Extreme Growth
79,AK,1A,1,P glauca,2019-01-07,-149.71571,68.0185764,7,1,1,2019,10.4603333333333,0.0009999999999994,343.748587197473,0.065725259906003,-6.02777781751421,93.870746506585,0.762695957389143,0.0,0.0764356070376114,1,medium,dry,7.0,Q1,dry,No/Little Growth
80,AK,1A,1,P glauca,2019-02-07,-149.71571,68.0185764,7,2,6,2019,10.4612361111111,0.0019999999999988,343.807924945017,0.131456802996979,-5.62083337704341,93.3468068440755,0.899511901868714,2.27928161621094,0.0732998037783211,1,low,dry,2051.0,Q1,dry,Moderate Growth
81,AK,1A,1,P glauca,2019-05-07,-149.71571,68.0185764,7,5,19,2019,10.481975,0.0079999999999991,345.172456602748,0.526782256153979,-0.380000007897615,92.8070343017578,0.528494399040937,156.240463256836,0.105257167267906,1,low,dry,13607.0,Q4,dry,Extreme Growth
82,AK,1A,1,P glauca,2018-06-07,-149.71571,68.0185764,7,6,23,2018,10.5108333333333,0.0009999999999994,347.075671524103,0.0660394191710338,3.95555554164781,92.2798004150391,0.401236827174823,189.906226264106,0.331512288023474,0,low,dry,14191.0,Q4,moderate,No/Little Growth
83,AK,1A,1,P glauca,2019-06-07,-149.71571,68.0185764,7,6,23,2019,10.5551666666667,0.0039999999999995,350.009688853627,0.26527608366905,4.89583335651292,93.3740829891629,0.565383139169878,175.15500386556,0.274642268540487,0,low,dry,13912.0,Q4,moderate,Extreme Growth
85,AK,1A,1,P glauca,2018-07-07,-149.71571,68.0185764,7,7,27,2018,10.5438472222222,0.0039999999999995,349.25939131225,0.264999623515052,5.89722222089767,92.3125713136461,0.664603071908156,67.2769546508789,0.362804005885565,0,low,dry,10039.0,Q3,wet,Extreme Growth
86,AK,1A,1,P glauca,2019-07-07,-149.71571,68.0185764,7,7,27,2019,10.5973472222222,0.0090000000000003,352.812722495283,0.59927450663605,8.86666666136848,93.808662838406,0.456710887245006,40.4103597005208,0.276756327646002,0,medium,dry,7310.0,Q3,moderate,Extreme Growth
88,AK,1A,1,P glauca,2018-08-07,-149.71571,68.0185764,7,8,32,2018,10.5617083333333,0.0069999999999996,350.443693202837,0.464519031351983,4.7944444153044,92.062611579895,0.687790633075767,60.7384575737847,0.386637771153619,0,low,dry,9559.0,Q3,wet,Extreme Growth
91,AK,1A,1,P glauca,2018-09-07,-149.71571,68.0185764,7,9,36,2018,10.5548055555556,0.0050000000000007,349.985748521344,0.331579396623056,3.36944444974264,94.0578073925442,0.641274566037787,65.6996832953559,0.33986974193073,0,medium,dry,9889.0,Q3,wet,Extreme Growth
93,AK,1A,1,P glauca,2019-01-08,-149.71571,68.0185764,8,1,2,2019,10.4598611111111,0.0010000000000012,343.717551141849,0.0657189767200066,-6.53055557939741,94.8239696290758,0.782686086164581,0.0,0.0757511256097098,1,medium,dry,8.0,Q1,dry,No/Little Growth
94,AK,1A,1,P glauca,2019-02-08,-149.71571,68.0185764,8,2,6,2019,10.4632916666667,0.0030000000000001,343.943051302765,0.197232328384985,-5.07222221957313,93.4058366351657,0.944834268755383,2.40961710611979,0.0732946708266513,1,low,dry,2084.0,Q1,dry,Extreme Growth
95,AK,1A,1,P glauca,2019-05-08,-149.71571,68.0185764,8,5,19,2019,10.4892916666667,0.0229999999999997,345.654750329001,1.51587186243205,-0.344444451232751,92.7300521002875,0.562481768015358,125.821431477865,0.111146725746284,1,low,dry,12895.0,Q4,dry,Extreme Growth
96,AK,1A,1,P glauca,2018-06-08,-149.71571,68.0185764,8,6,23,2018,10.5116111111111,0.0020000000000006,347.127040927312,0.132097687897954,3.93611108263334,92.5411582522922,0.431514698184199,189.993116590712,0.335624956120908,0,low,dry,14201.0,Q4,wet,Moderate Growth
97,AK,1A,1,P glauca,2019-06-08,-149.71571,68.0185764,8,6,23,2019,10.5570833333333,0.0030000000000001,350.136813138555,0.198985337086015,4.95972224738863,93.4206971062554,0.550530155085855,155.852635701497,0.27459131652874,0,low,dry,13579.0,Q4,moderate,Extreme Growth
99,AK,1A,1,P glauca,2018-07-08,-149.71571,68.0185764,8,7,27,2018,10.5493333333333,0.0120000000000005,349.622975378598,0.795300463441038,6.10833331611421,91.4309966829088,0.894193612039089,36.6756268792955,0.361918471089599,0,low,dry,6701.0,Q2,wet,Extreme Growth
100,AK,1A,1,P glauca,2019-07-08,-149.71571,68.0185764,8,7,27,2019,10.5946944444444,0.0090000000000003,352.636114242702,0.59910486063302,9.15138885709974,93.4831876754761,0.382071043261223,75.7090250651042,0.272327653543639,0,low,dry,10728.0,Q3,moderate,Extreme Growth
102,AK,1A,1,P glauca,2018-08-08,-149.71571,68.0185764,8,8,32,2018,10.5567222222222,0.0030000000000001,350.112864166892,0.198985337086015,4.68194440338347,92.4758189519246,0.639139238331053,29.5808580186632,0.335914372976042,0,low,dry,5649.0,Q2,wet,Extreme Growth
105,AK,1A,1,P glauca,2018-09-08,-149.71571,68.0185764,8,9,36,2018,10.5535138888889,0.0060000000000002,349.900093564875,0.397876426392031,3.05416665143437,93.9991863038805,0.662448004302051,53.3930460611979,0.338074510689824,0,medium,dry,8759.0,Q3,wet,Extreme Growth
107,AK,1A,1,P glauca,2019-01-09,-149.71571,68.0185764,9,1,2,2019,10.459,0.0,343.660959800785,0.0,-7.2055556178093,93.6262818442451,0.625125823749436,0.0,0.0749457749064192,1,medium,dry,9.0,Q1,dry,No/Little Growth
108,AK,1A,1,P glauca,2019-02-09,-149.71571,68.0185764,9,2,6,2019,10.463125,0.0030000000000001,343.932096830982,0.197232328384985,-4.69583319293128,94.3908157348633,0.806516474319829,3.95456949869792,0.073696772957841,1,medium,dry,2349.0,Q1,dry,Extreme Growth
109,AK,1A,1,P glauca,2019-05-09,-149.71571,68.0185764,9,5,19,2019,10.5005,0.0069999999999996,346.393588125778,0.461836111227001,-0.0916666680326064,93.3685892952813,0.692171540525224,123.192469278971,0.115200802674219,1,low,dry,12821.0,Q4,moderate,Extreme Growth
110,AK,1A,1,P glauca,2018-06-09,-149.71571,68.0185764,9,6,23,2018,10.5132361111111,0.0030000000000001,347.234375142019,0.198155956624987,3.15555553966098,92.5116435156928,0.499641630384657,91.7095608181424,0.335675133266655,0,low,dry,11767.0,Q4,wet,Extreme Growth
111,AK,1A,1,P glauca,2019-06-09,-149.71571,68.0185764,9,6,23,2019,10.5589166666667,0.0030000000000001,350.258431869625,0.199023036197957,5.31249998013179,93.524303012424,0.569054449184073,165.456136067708,0.274146732113193,0,low,dry,13749.0,Q4,moderate,Extreme Growth
113,AK,1A,1,P glauca,2018-07-09,-149.71571,68.0185764,9,7,28,2018,10.55325,0.0059999999999984,349.882601482413,0.397838727279975,6.30416663487752,91.6264048682319,0.813328704072369,75.026618109809,0.398892338975436,0,low,dry,10632.0,Q3,wet,Extreme Growth
114,AK,1A,1,P glauca,2019-07-09,-149.71571,68.0185764,9,7,28,2019,10.5919027777778,0.011000000000001,352.450312730087,0.732101044030003,9.62500001324548,93.1035666995578,0.41436707890696,79.7653198242188,0.267431748918006,0,low,dry,11072.0,Q4,moderate,Extreme Growth
116,AK,1A,1,P glauca,2018-08-09,-149.71571,68.0185764,9,8,32,2018,10.5547916666667,0.0039999999999995,349.98482214421,0.26527608366905,5.11527774069044,92.5875671174791,0.63956545251939,66.2337409125434,0.322913186440866,0,low,dry,9950.0,Q3,moderate,Extreme Growth
119,AK,1A,1,P glauca,2018-09-09,-149.71571,68.0185764,9,9,36,2018,10.5509861111111,0.0040000000000013,349.732493785597,0.265175552703965,3.24999998344315,93.4398302502102,0.656088235891528,49.1205851236979,0.337421602223481,0,low,dry,8342.0,Q3,wet,Extreme Growth
121,AK,1A,1,P glauca,2019-01-10,-149.71571,68.0185764,10,1,2,2019,10.4591388888889,0.0010000000000012,343.670087436441,0.0657189767200066,-7.46527780426873,92.4800936381022,0.702145527220435,0.0,0.0739844321560934,1,low,dry,10.0,Q1,dry,No/Little Growth
122,AK,1A,1,P glauca,2019-02-10,-149.71571,68.0185764,10,2,6,2019,10.4628888888889,0.0020000000000006,343.916571298254,0.131481935738009,-4.80972230434418,93.0217393239339,0.551114990893337,4.8987070719401,0.0742702033635629,1,low,dry,2527.0,Q1,dry,Moderate Growth
123,AK,1A,1,P glauca,2019-05-10,-149.71571,68.0185764,10,5,19,2019,10.5120416666667,0.0140000000000011,347.155528496796,0.924595850692015,0.0722222232984172,92.480499903361,0.682948960198296,104.455947875977,0.116452688255183,0,low,dry,12219.0,Q4,moderate,Extreme Growth
124,AK,1A,1,P glauca,2018-06-10,-149.71571,68.0185764,10,6,23,2018,10.5146666666667,0.0020000000000006,347.328877696064,0.132122820640006,2.62083334724108,92.3595916959975,0.477021437138319,117.575327555339,0.322334752594018,0,low,dry,12645.0,Q4,moderate,Moderate Growth
125,AK,1A,1,P glauca,2019-06-10,-149.71571,68.0185764,10,6,23,2019,10.5655,0.0060000000000002,350.695336476086,0.398253417510034,5.44861113362842,93.1658523347643,0.829976028038396,109.182993570964,0.297241681398499,0,low,dry,12348.0,Q4,moderate,Extreme Growth
127,AK,1A,1,P glauca,2018-07-10,-149.71571,68.0185764,10,7,28,2018,10.5517777777778,0.0030000000000001,349.784973785442,0.19889108930596,6.39444446563721,91.7839520772298,0.792345295349757,61.7069668240017,0.398978277342049,0,low,dry,9630.0,Q3,wet,Extreme Growth
128,AK,1A,1,P glauca,2019-07-10,-149.71571,68.0185764,10,7,28,2019,10.5893055555556,0.0079999999999991,352.277464178516,0.53231145922399,9.70972222752041,92.7288298077054,0.360793882567022,36.3540649414062,0.262641688268039,0,low,dry,6632.0,Q2,moderate,Extreme Growth
130,AK,1A,1,P glauca,2018-08-10,-149.71571,68.0185764,10,8,32,2018,10.5548472222222,0.0029999999999983,349.988503567201,0.198947637974015,4.96527781089147,92.7980376349555,0.678868858764569,33.2620408799913,0.317783262134839,0,low,dry,6155.0,Q2,moderate,Extreme Growth
133,AK,1A,1,P glauca,2018-09-10,-149.71571,68.0185764,10,9,37,2018,10.5495972222222,0.0039999999999995,349.640424438695,0.265150419962993,3.65138888027933,93.5354993608263,0.677508112457063,42.7479214138455,0.332005317057173,0,low,dry,7598.0,Q3,moderate,Extreme Growth
135,AK,1A,1,P glauca,2019-01-11,-149.71571,68.0185764,11,1,2,2019,10.4599166666667,0.0010000000000012,343.721202196111,0.0657189767200066,-7.04444440205892,92.3646805021498,0.858093219498793,0.0,0.0733392152082586,1,low,dry,11.0,Q1,dry,No/Little Growth
136,AK,1A,1,P glauca,2019-02-11,-149.71571,68.0185764,11,2,6,2019,10.4632916666667,0.0010000000000012,343.943048772038,0.0657441094620026,-4.6333332127995,92.8377300898234,0.886032061444389,2.98182169596354,0.0742532318292376,1,low,dry,2185.0,Q1,dry,No/Little Growth
137,AK,1A,1,P glauca,2019-05-11,-149.71571,68.0185764,11,5,19,2019,10.5250694444444,0.0129999999999999,348.016533014393,0.859655988950976,0.15416666917089,91.8924439748128,0.904956691794925,79.7621409098307,0.118420707571009,0,low,dry,11061.0,Q4,moderate,Extreme Growth
138,AK,1A,1,P glauca,2018-06-11,-149.71571,68.0185764,11,6,24,2018,10.5163888888889,0.0019999999999988,347.442667927306,0.132147953380013,1.89027777148618,92.8574741151598,0.474981597314278,184.063381618924,0.308056651212417,0,low,dry,14120.0,Q4,moderate,Moderate Growth
139,AK,1A,1,P glauca,2019-06-11,-149.71571,68.0185764,11,6,24,2019,10.5662777777778,0.0030000000000001,350.746967155084,0.199173832644988,5.056944453054,92.6007974412706,0.524451149834527,169.162750244141,0.315370384216424,0,low,dry,13826.0,Q4,moderate,Extreme Growth
141,AK,1A,1,P glauca,2018-07-11,-149.71571,68.0185764,11,7,28,2018,10.5529444444444,0.0030000000000001,349.86232677789,0.198909938862016,6.2750000026491,92.5083861880832,0.826665278110239,48.1372409396701,0.356042832185135,0,low,dry,8192.0,Q3,wet,Extreme Growth
142,AK,1A,1,P glauca,2019-07-11,-149.71571,68.0185764,11,7,28,2019,10.5884166666667,0.0069999999999996,352.218324831276,0.465706553375014,9.38611110051473,92.5615119934082,0.376698032642404,32.0816040039062,0.258714496157769,0,low,dry,5997.0,Q2,moderate,Extreme Growth
144,AK,1A,1,P glauca,2018-08-11,-149.71571,68.0185764,11,8,32,2018,10.5543472222222,0.0050000000000007,349.955351561658,0.331579396623056,4.88611109389199,93.027641720242,0.608322783890698,76.2367248535156,0.314998392500399,0,low,dry,10781.0,Q3,moderate,Extreme Growth
147,AK,1A,1,P glauca,2018-09-11,-149.71571,68.0185764,11,9,37,2018,10.5495138888889,0.0030000000000001,349.634896021023,0.198853390194017,4.12638886107339,93.5646069844564,0.743592157132096,25.0328911675347,0.315639664737713,0,low,dry,4970.0,Q2,moderate,Extreme Growth
149,AK,1A,1,P glauca,2019-01-12,-149.71571,68.0185764,12,1,2,2019,10.4581527777778,0.0009999999999994,343.605286546539,0.0657126935359997,-7.55416666136848,94.7034686406453,0.806653358870082,0.0,0.0728983816080197,1,medium,dry,12.0,Q1,dry,No/Little Growth
150,AK,1A,1,P glauca,2019-02-12,-149.71571,68.0185764,12,2,7,2019,10.463,0.0,343.923873406778,0.0,-4.44444449742635,91.2188970777724,0.936202555067009,3.11533610026042,0.0744861163219644,1,low,dry,2220.0,Q1,dry,No/Little Growth
151,AK,1A,1,P glauca,2019-05-12,-149.71571,68.0185764,12,5,19,2019,10.5351666666667,0.0060000000000002,348.684556083897,0.397122444155002,0.295833344260852,92.854013548957,0.781189944595098,141.84315999349,0.12465790930012,0,low,dry,13392.0,Q4,moderate,Extreme Growth
152,AK,1A,1,P glauca,2018-06-12,-149.71571,68.0185764,12,6,24,2018,10.5182361111111,0.0020000000000006,347.564736473356,0.132173086122009,1.78333332969083,92.8534021377563,0.711681663990021,82.5371945459613,0.303347650636994,0,low,dry,11271.0,Q4,moderate,Moderate Growth
153,AK,1A,1,P glauca,2019-06-12,-149.71571,68.0185764,12,6,24,2019,10.5667638888889,0.0030000000000001,350.779238511119,0.199173832644988,4.94444442457623,92.5106249915229,0.573249081770579,75.1495361328125,0.318241140916353,0,low,dry,10663.0,Q3,moderate,Extreme Growth
155,AK,1A,1,P glauca,2018-07-12,-149.71571,68.0185764,12,7,28,2018,10.5520277777778,0.0060000000000002,349.801560696521,0.397801028167976,6.43750000662274,93.4937712351481,0.713873912476831,70.9491305881076,0.341476858123034,0,low,dry,10356.0,Q3,wet,Extreme Growth
156,AK,1A,1,P glauca,2019-07-12,-149.71571,68.0185764,12,7,28,2019,10.5915138888889,0.0099999999999997,352.424403142808,0.665452155883031,9.03888889153798,92.5861424340142,0.650751567549176,25.5966186523438,0.255129006636879,0,low,dry,5068.0,Q2,moderate,Extreme Growth
158,AK,1A,1,P glauca,2018-08-12,-149.71571,68.0185764,12,8,32,2018,10.5530833333333,0.0030000000000001,349.871536705821,0.198928788418016,5.12777776850594,92.4587199952867,0.647345480405622,34.5590379503038,0.31270975975237,0,low,dry,6330.0,Q2,moderate,Extreme Growth
